LOS,a,window_size,loss_func,alpha,PD_median,FAR_median,Youden_index_median
A,-0.3999999999999999,20,huber,0.2,0.9511904761904761,0.057971014492753624,0.8932194616977225
A,-0.5,20,huber,0.2,0.9523809523809523,0.06756756756756757,0.8848133848133848
A,-0.19999999999999996,20,huber,0.2,0.8809523809523809,0.056661316211878004,0.824291064740503
A,-0.2999999999999998,20,huber,0.2,0.8809523809523809,0.056661316211878004,0.824291064740503
A,0.0,20,huber,0.2,0.8571428571428571,0.05561282342026595,0.8015300337225911
A,-0.09999999999999987,20,huber,0.2,0.8571428571428571,0.05561282342026595,0.8015300337225911
A,-0.3999999999999999,15,huber,0.2,0.7619047619047619,0.0,0.7619047619047619
A,0.20000000000000018,15,huber,0.2,0.7619047619047619,0.0,0.7619047619047619
A,-0.19999999999999996,15,huber,0.2,0.7619047619047619,0.0,0.7619047619047619
A,-0.2999999999999998,15,huber,0.2,0.7619047619047619,0.0,0.7619047619047619
A,0.10000000000000009,15,huber,0.2,0.7619047619047619,0.0,0.7619047619047619
A,0.0,15,huber,0.2,0.7619047619047619,0.0,0.7619047619047619
A,-0.09999999999999987,15,huber,0.2,0.7619047619047619,0.0,0.7619047619047619
A,0.8000000000000003,20,huber,0.8,0.9023809523809524,0.140625,0.7617559523809524
A,0.7000000000000002,20,huber,0.30000000000000004,0.9047619047619048,0.14864864864864866,0.7561132561132561
A,0.10000000000000009,20,huber,0.2,0.8095238095238095,0.05561282342026595,0.7539109861035436
A,0.8000000000000003,20,huber,0.7000000000000001,0.9047619047619048,0.1518987341772152,0.7528631705846895
A,0.7000000000000002,20,huber,0.4,0.9047619047619048,0.15625,0.7485119047619048
A,0.6000000000000001,20,huber,0.30000000000000004,0.9047619047619048,0.16216216216216217,0.7425997425997426
A,0.9000000000000004,20,huber,0.30000000000000004,0.8571428571428571,0.11594202898550725,0.7412008281573499
A,0.7000000000000002,20,huber,0.8,0.9047619047619048,0.16455696202531644,0.7402049427365883
A,0.7000000000000002,20,huber,0.5,0.9047619047619048,0.16666666666666666,0.7380952380952381
A,0.7000000000000002,20,huber,0.6000000000000001,0.9047619047619048,0.16666666666666666,0.7380952380952381
A,0.6000000000000001,20,huber,0.4,0.9047619047619048,0.171875,0.7328869047619048
A,0.9000000000000004,20,huber,0.4,0.8571428571428571,0.125,0.7321428571428571
A,0.7000000000000002,20,huber,0.7000000000000001,0.9047619047619048,0.17567567567567569,0.7290862290862291
A,0.9000000000000004,20,huber,0.7000000000000001,0.8571428571428571,0.12850853054485417,0.7286343265980029
A,0.5,20,huber,0.30000000000000004,0.9047619047619048,0.17721518987341772,0.7275467148884871
A,0.9000000000000004,20,huber,0.5,0.8571428571428571,0.13278388278388278,0.7243589743589743
A,0.8000000000000003,20,huber,0.30000000000000004,0.8571428571428571,0.13513513513513514,0.7220077220077219
A,0.8000000000000003,20,huber,0.4,0.8571428571428571,0.13924050632911392,0.7179023508137432
A,0.6000000000000001,20,huber,0.8,0.9047619047619048,0.19017480409885473,0.71458710066305
A,0.40000000000000036,15,huber,0.2,0.7142857142857143,0.0,0.7142857142857143
A,0.30000000000000027,15,huber,0.2,0.7142857142857143,0.0,0.7142857142857143
A,0.20000000000000018,20,huber,0.30000000000000004,0.9523809523809523,0.23809523809523808,0.7142857142857142
A,0.6000000000000001,20,huber,0.6000000000000001,0.9047619047619048,0.19074371321562333,0.7140181915462814
A,0.6000000000000001,20,huber,0.5,0.9047619047619048,0.19089630482035547,0.7138655999415493
A,0.40000000000000036,20,huber,0.30000000000000004,0.9047619047619048,0.19228987118895374,0.7124720335729511
A,1.0,20,huber,0.30000000000000004,0.8095238095238095,0.10126582278481013,0.7082579867389994
A,0.30000000000000027,20,huber,0.4,0.9511904761904761,0.24324324324324326,0.7079472329472329
A,0.8000000000000003,20,huber,0.6000000000000001,0.8571428571428571,0.1500819000819001,0.707060957060957
A,0.8000000000000003,20,huber,0.5,0.8571428571428571,0.15170694284618336,0.7054359142966737
A,0.6000000000000001,20,huber,0.7000000000000001,0.9047619047619048,0.20112359550561798,0.7036383092562868
A,0.10000000000000009,20,huber,0.30000000000000004,0.9523809523809523,0.25,0.7023809523809523
A,0.6000000000000001,20,huber,0.9,0.9047619047619048,0.20245629897528633,0.7023056057866184
A,0.5,20,huber,0.4,0.9047619047619048,0.20253164556962025,0.7022302591922845
A,-0.09999999999999987,15,hausdorff,0.1,0.9047619047619048,0.20270270270270271,0.702059202059202
A,-0.2999999999999998,15,rmse,0.1,0.9047619047619048,0.20270270270270271,0.702059202059202
A,-0.2999999999999998,15,hausdorff,0.1,0.9047619047619048,0.20270270270270271,0.702059202059202
A,-0.09999999999999987,15,mae,0.1,0.9047619047619048,0.20270270270270271,0.702059202059202
A,-0.19999999999999996,15,hausdorff,0.1,0.9047619047619048,0.20270270270270271,0.702059202059202
